date,sales,stock,price,year,month,day_of_week,day_name,revenue,product_name,product_category
27/10/2015,162,312,1.28,2015,10,1,Tue,207.36,Sony Headphones,Electronics
28/10/2015,247,1121,1.28,2015,10,2,Wed,316.16,Men T-Shirt,Clothing
29/10/2015,70,1435,1.78,2015,10,3,Thu,124.6,Wall Paint,Home & Garden
30/10/2015,139,1296,1.35,2015,10,4,Fri,187.65,Wall Paint,Home & Garden
31/10/2015,195,1293,1.34,2015,10,5,Sat,261.3,Wiper Blades,Automotive
01/11/2015,206,1087,1.34,2015,11,6,Sun,276.04,Shampoo,Beauty & Health
02/11/2015,268,819,1.35,2015,11,0,Mon,361.8,Wiper Blades,Automotive
03/11/2015,59,760,1.35,2015,11,1,Tue,79.65,Toy Car,Toys
04/11/2015,99,1237,1.34,2015,11,2,Wed,132.66,Baby Diapers,Groceries
05/11/2015,63,1366,1.75,2015,11,3,Thu,110.25,HP Laptop,Electronics
06/11/2015,77,1577,1.76,2015,11,4,Fri,135.52,Car Oil,Automotive
07/11/2015,232,1345,2.18,2015,11,5,Sat,505.76,Car Oil,Automotive
08/11/2015,157,1188,2.18,2015,11,6,Sun,342.26,Women Jeans,Clothing
09/11/2015,107,1081,2.19,2015,11,0,Mon,234.33,Shampoo,Beauty & Health
10/11/2015,57,1023,2.18,2015,11,1,Tue,124.26,Garden Shovel,Home & Garden
11/11/2015,95,930,2.18,2015,11,2,Wed,207.1,Shampoo,Beauty & Health
12/11/2015,86,844,2.19,2015,11,3,Thu,188.34,Shampoo,Beauty & Health
13/11/2015,102,742,2.19,2015,11,4,Fri,223.38,Wiper Blades,Automotive
14/11/2015,184,846,1.79,2015,11,5,Sat,329.36,Yoga Mat,Sports
15/11/2015,138,708,1.79,2015,11,6,Sun,247.02,Shampoo,Beauty & Health
16/11/2015,106,698,2.19,2015,11,0,Mon,232.14,Garden Shovel,Home & Garden
17/11/2015,89,609,2.19,2015,11,1,Tue,194.91,Car Oil,Automotive
18/11/2015,107,502,2.19,2015,11,2,Wed,234.33,Organic Milk,Groceries
19/11/2015,78,424,2.19,2015,11,3,Thu,170.82,Wiper Blades,Automotive
20/11/2015,185,238,2.19,2015,11,4,Fri,405.15,Organic Milk,Groceries
21/11/2015,151,87,2.19,2015,11,5,Sat,330.69,Lego Set,Toys
22/11/2015,97,0,2.19,2015,11,6,Sun,212.43,Basketball,Sports
23/11/2015,76,0,2.19,2015,11,0,Mon,166.44,Car Oil,Automotive
24/11/2015,140,0,2.19,2015,11,1,Tue,306.6,Garden Shovel,Home & Garden
25/11/2015,137,0,2.67,2015,11,2,Wed,365.79,Shampoo,Beauty & Health
26/11/2015,84,0,2.69,2015,11,3,Thu,225.96,Toy Car,Toys
27/11/2015,0,0,2.69,2015,11,4,Fri,0,Wiper Blades,Automotive
28/11/2015,7,0,2.69,2015,11,5,Sat,18.83,Car Oil,Automotive
29/11/2015,5,0,2.69,2015,11,6,Sun,13.45,Basketball,Sports
30/11/2015,22,0,2.69,2015,11,0,Mon,59.18,Baby Diapers,Groceries
01/12/2015,36,0,2.29,2015,12,1,Tue,82.44,Car Oil,Automotive
02/12/2015,36,1655,2.29,2015,12,2,Wed,82.44,Wall Paint,Home & Garden
03/12/2015,38,2001,2.29,2015,12,3,Thu,87.02,Yoga Mat,Sports
04/12/2015,95,1905,2.29,2015,12,4,Fri,217.55,Face Cream,Beauty & Health
05/12/2015,108,1893,2.25,2015,12,5,Sat,243,Garden Shovel,Home & Garden
06/12/2015,70,1823,2.29,2015,12,6,Sun,160.3,Lego Set,Toys
07/12/2015,78,1745,2.29,2015,12,0,Mon,178.62,Garden Shovel,Home & Garden
08/12/2015,77,1668,2.29,2015,12,1,Tue,176.33,Women Jeans,Clothing
09/12/2015,76,1880,2.29,2015,12,2,Wed,174.04,Samsung Galaxy S22,Electronics
10/12/2015,59,1821,2.29,2015,12,3,Thu,135.11,Garden Shovel,Home & Garden
11/12/2015,42,1779,2.29,2015,12,4,Fri,96.18,Car Oil,Automotive
12/12/2015,142,1637,2.29,2015,12,5,Sat,325.18,Women Jeans,Clothing
13/12/2015,116,1521,2.29,2015,12,6,Sun,265.64,Face Cream,Beauty & Health
14/12/2015,57,1848,2.29,2015,12,0,Mon,130.53,Wiper Blades,Automotive
15/12/2015,167,1681,2.29,2015,12,1,Tue,382.43,Women Jeans,Clothing
16/12/2015,154,1527,2.29,2015,12,2,Wed,352.66,Novel Book,Books
17/12/2015,139,1964,1.39,2015,12,3,Thu,193.21,Lego Set,Toys
18/12/2015,192,1772,1.39,2015,12,4,Fri,266.88,iPhone 14,Electronics
19/12/2015,295,2533,1.39,2015,12,5,Sat,410.05,Sony Headphones,Electronics
20/12/2015,311,2222,1.39,2015,12,6,Sun,432.29,Organic Milk,Groceries
21/12/2015,251,1971,1.39,2015,12,0,Mon,348.89,Organic Milk,Groceries
22/12/2015,377,1594,1.39,2015,12,1,Tue,524.03,Wiper Blades,Automotive
23/12/2015,410,1184,1.39,2015,12,2,Wed,569.9,Yoga Mat,Sports
24/12/2015,161,1023,1.39,2015,12,3,Thu,223.79,Baby Diapers,Groceries
25/12/2015,0,1023,1.39,2015,12,4,Fri,0,Garden Shovel,Home & Garden
26/12/2015,212,811,1.39,2015,12,5,Sat,294.68,Baby Diapers,Groceries
27/12/2015,106,705,1.39,2015,12,6,Sun,147.34,HP Laptop,Electronics
28/12/2015,100,604,1.39,2015,12,0,Mon,139,Wall Paint,Home & Garden
29/12/2015,9,595,1.39,2015,12,1,Tue,12.51,Women Jeans,Clothing
30/12/2015,0,595,1.39,2015,12,2,Wed,0,Face Cream,Beauty & Health
31/12/2015,0,595,1.39,2015,12,3,Thu,0,Wall Paint,Home & Garden
01/01/2016,0,595,1.39,2016,1,4,Fri,0,Garden Shovel,Home & Garden
02/01/2016,3,592,1.39,2016,1,5,Sat,4.17,Car Oil,Automotive
03/01/2016,0,592,2.29,2016,1,6,Sun,0,Men T-Shirt,Clothing
04/01/2016,0,592,1.46,2016,1,0,Mon,0,Face Cream,Beauty & Health
05/01/2016,3,589,1.46,2016,1,1,Tue,4.38,Basketball,Sports
06/01/2016,3,586,1.46,2016,1,2,Wed,4.38,Shampoo,Beauty & Health
07/01/2016,0,586,1.46,2016,1,3,Thu,0,Wiper Blades,Automotive
08/01/2016,2,584,1.46,2016,1,4,Fri,2.92,HP Laptop,Electronics
10/01/2016,3,581,1.46,2016,1,6,Sun,4.38,Garden Shovel,Home & Garden
11/01/2016,0,581,1.46,2016,1,0,Mon,0,Novel Book,Books
12/01/2016,103,478,1.46,2016,1,1,Tue,150.38,Baby Diapers,Groceries
13/01/2016,164,314,1.46,2016,1,2,Wed,239.44,Face Cream,Beauty & Health
14/01/2016,118,196,1.46,2016,1,3,Thu,172.28,Garden Shovel,Home & Garden
15/01/2016,65,131,1.46,2016,1,4,Fri,94.9,Toy Car,Toys
16/01/2016,24,107,1.46,2016,1,5,Sat,35.04,Shampoo,Beauty & Health
18/01/2016,1,106,1.46,2016,1,0,Mon,1.46,Notebook,Office Supplies
19/01/2016,0,106,1.46,2016,1,1,Tue,0,Garden Shovel,Home & Garden
20/01/2016,1,105,1.46,2016,1,2,Wed,1.46,Yoga Mat,Sports
21/01/2016,60,3213,1.46,2016,1,3,Thu,87.6,Car Oil,Automotive
22/01/2016,103,3110,1.35,2016,1,4,Fri,139.05,iPhone 14,Electronics
23/01/2016,263,2847,1.39,2016,1,5,Sat,365.57,HP Laptop,Electronics
24/01/2016,189,2658,1.39,2016,1,6,Sun,262.71,Face Cream,Beauty & Health
25/01/2016,197,2461,1.39,2016,1,0,Mon,273.83,Face Cream,Beauty & Health
26/01/2016,105,2356,1.46,2016,1,1,Tue,153.3,Sony Headphones,Electronics
27/01/2016,129,2227,1.46,2016,1,2,Wed,188.34,Novel Book,Books
28/01/2016,144,2083,1.46,2016,1,3,Thu,210.24,Sony Headphones,Electronics
29/01/2016,173,1910,1.79,2016,1,4,Fri,309.67,Basketball,Sports
30/01/2016,293,1617,1.79,2016,1,5,Sat,524.47,Face Cream,Beauty & Health
31/01/2016,219,1398,1.79,2016,1,6,Sun,392.01,Wiper Blades,Automotive
01/02/2016,131,1267,1.79,2016,2,0,Mon,234.49,Shampoo,Beauty & Health
02/02/2016,184,1083,1.79,2016,2,1,Tue,329.36,Yoga Mat,Sports
03/02/2016,266,817,1.79,2016,2,2,Wed,476.14,Face Cream,Beauty & Health
04/02/2016,98,815,2.18,2016,2,3,Thu,213.64,Car Oil,Automotive
05/02/2016,67,1420,2.29,2016,2,4,Fri,153.43,Women Jeans,Clothing
06/02/2016,85,1335,2.29,2016,2,5,Sat,194.65,Lego Set,Toys
07/02/2016,78,1257,2.29,2016,2,6,Sun,178.62,Yoga Mat,Sports
08/02/2016,71,1185,2.19,2016,2,0,Mon,155.49,Wiper Blades,Automotive
09/02/2016,113,1072,2.19,2016,2,1,Tue,247.47,Women Jeans,Clothing
10/02/2016,138,1894,2.19,2016,2,2,Wed,302.22,Lego Set,Toys
11/02/2016,98,1796,2.19,2016,2,3,Thu,214.62,Baby Diapers,Groceries
12/02/2016,96,1700,2.19,2016,2,4,Fri,210.24,Novel Book,Books
13/02/2016,190,1510,2.19,2016,2,5,Sat,416.1,Notebook,Office Supplies
14/02/2016,105,1510,2.19,2016,2,6,Sun,229.95,Novel Book,Books
15/02/2016,25,1510,2.19,2016,2,0,Mon,54.75,Toy Car,Toys
16/02/2016,47,1909,2.19,2016,2,1,Tue,102.93,Lego Set,Toys
17/02/2016,63,1845,2.19,2016,2,2,Wed,137.97,Lego Set,Toys
18/02/2016,39,1806,2.19,2016,2,3,Thu,85.41,Baby Diapers,Groceries
19/02/2016,35,1771,2.19,2016,2,4,Fri,76.65,Basketball,Sports
20/02/2016,77,1982,2.19,2016,2,5,Sat,168.63,Notebook,Office Supplies
21/02/2016,60,1922,2.19,2016,2,6,Sun,131.4,Women Jeans,Clothing
22/02/2016,52,1870,2.19,2016,2,0,Mon,113.88,Wiper Blades,Automotive
23/02/2016,51,1819,2.19,2016,2,1,Tue,111.69,iPhone 14,Electronics
24/02/2016,37,1782,2.19,2016,2,2,Wed,81.03,iPhone 14,Electronics
25/02/2016,42,1740,2.19,2016,2,3,Thu,91.98,Wall Paint,Home & Garden
26/02/2016,89,1651,2.19,2016,2,4,Fri,194.91,Samsung Galaxy S22,Electronics
27/02/2016,217,1367,2.19,2016,2,5,Sat,475.23,HP Laptop,Electronics
28/02/2016,197,1170,2.19,2016,2,6,Sun,431.43,Novel Book,Books
29/02/2016,81,1089,2.19,2016,2,0,Mon,177.39,HP Laptop,Electronics
01/03/2016,58,1607,2.19,2016,3,1,Tue,127.02,Garden Shovel,Home & Garden
02/03/2016,120,1487,2.19,2016,3,2,Wed,262.8,HP Laptop,Electronics
03/03/2016,64,1423,2.19,2016,3,3,Thu,140.16,iPhone 14,Electronics
04/03/2016,64,1743,2.59,2016,3,4,Fri,165.76,Baby Diapers,Groceries
05/03/2016,76,1667,2.59,2016,3,5,Sat,196.84,Notebook,Office Supplies
06/03/2016,86,1581,2.59,2016,3,6,Sun,222.74,Toy Car,Toys
07/03/2016,98,1867,2.59,2016,3,0,Mon,253.82,Sony Headphones,Electronics
08/03/2016,53,1814,2.59,2016,3,1,Tue,137.27,Organic Milk,Groceries
09/03/2016,38,1774,2.59,2016,3,2,Wed,98.42,Car Oil,Automotive
10/03/2016,46,1728,2.19,2016,3,3,Thu,100.74,HP Laptop,Electronics
11/03/2016,45,1779,2.19,2016,3,4,Fri,98.55,Notebook,Office Supplies
12/03/2016,67,1712,2.19,2016,3,5,Sat,146.73,Wiper Blades,Automotive
13/03/2016,52,1660,2.19,2016,3,6,Sun,113.88,Garden Shovel,Home & Garden
14/03/2016,24,1825,2.19,2016,3,0,Mon,52.56,Face Cream,Beauty & Health
15/03/2016,51,1774,2.19,2016,3,1,Tue,111.69,Notebook,Office Supplies
16/03/2016,127,1647,2.19,2016,3,2,Wed,278.13,Basketball,Sports
17/03/2016,75,1572,2.19,2016,3,3,Thu,164.25,Sony Headphones,Electronics
18/03/2016,62,1510,2.19,2016,3,4,Fri,135.78,Yoga Mat,Sports
19/03/2016,128,1478,1.99,2016,3,5,Sat,254.72,HP Laptop,Electronics
20/03/2016,138,1340,1.99,2016,3,6,Sun,274.62,Men T-Shirt,Clothing
21/03/2016,74,1554,1.99,2016,3,0,Mon,147.26,Novel Book,Books
22/03/2016,73,1480,2.59,2016,3,1,Tue,189.07,Baby Diapers,Groceries
23/03/2016,100,1380,2.59,2016,3,2,Wed,259,Basketball,Sports
24/03/2016,71,1501,2.59,2016,3,3,Thu,183.89,Face Cream,Beauty & Health
25/03/2016,99,1402,2.59,2016,3,4,Fri,256.41,Basketball,Sports
26/03/2016,102,1396,2.59,2016,3,5,Sat,264.18,Baby Diapers,Groceries
27/03/2016,57,1339,2.59,2016,3,6,Sun,147.63,Toy Car,Toys
28/03/2016,23,1507,2.59,2016,3,0,Mon,59.57,HP Laptop,Electronics
29/03/2016,35,1760,2.59,2016,3,1,Tue,90.65,Garden Shovel,Home & Garden
30/03/2016,59,1701,2.59,2016,3,2,Wed,152.81,Samsung Galaxy S22,Electronics
31/03/2016,41,1660,2.59,2016,3,3,Thu,106.19,Wall Paint,Home & Garden
01/04/2016,68,1592,2.59,2016,4,4,Fri,176.12,Wall Paint,Home & Garden
02/04/2016,84,1508,2.59,2016,4,5,Sat,217.56,HP Laptop,Electronics
03/04/2016,42,1466,2.59,2016,4,6,Sun,108.78,Notebook,Office Supplies
04/04/2016,95,1659,2.59,2016,4,0,Mon,246.05,Baby Diapers,Groceries
05/04/2016,85,1574,2.59,2016,4,1,Tue,220.15,iPhone 14,Electronics
06/04/2016,102,1472,2.59,2016,4,2,Wed,264.18,Shampoo,Beauty & Health
07/04/2016,111,1457,2.59,2016,4,3,Thu,287.49,Women Jeans,Clothing
08/04/2016,113,1344,2.59,2016,4,4,Fri,292.67,Women Jeans,Clothing
09/04/2016,208,1136,2.59,2016,4,5,Sat,538.72,Wall Paint,Home & Garden
10/04/2016,148,988,2.59,2016,4,6,Sun,383.32,Organic Milk,Groceries
11/04/2016,123,2017,2.59,2016,4,0,Mon,318.57,Car Oil,Automotive
12/04/2016,62,1955,2.59,2016,4,1,Tue,160.58,Men T-Shirt,Clothing
13/04/2016,129,1825,2.59,2016,4,2,Wed,334.11,Notebook,Office Supplies
14/04/2016,102,1723,2.59,2016,4,3,Thu,264.18,Men T-Shirt,Clothing
15/04/2016,110,3917,2.59,2016,4,4,Fri,284.9,Lego Set,Toys
16/04/2016,202,3715,2.59,2016,4,5,Sat,523.18,iPhone 14,Electronics
17/04/2016,144,3571,2.59,2016,4,6,Sun,372.96,Lego Set,Toys
18/04/2016,84,3487,2.59,2016,4,0,Mon,217.56,Men T-Shirt,Clothing
19/04/2016,127,3360,1.89,2016,4,1,Tue,240.03,Wall Paint,Home & Garden
20/04/2016,181,3179,1.89,2016,4,2,Wed,342.09,Baby Diapers,Groceries
21/04/2016,268,2911,1.89,2016,4,3,Thu,506.52,Toy Car,Toys
22/04/2016,278,2636,1.89,2016,4,4,Fri,525.42,Wall Paint,Home & Garden
23/04/2016,234,2402,1.89,2016,4,5,Sat,442.26,iPhone 14,Electronics
24/04/2016,133,2269,1.89,2016,4,6,Sun,251.37,Garden Shovel,Home & Garden
25/04/2016,91,2178,1.89,2016,4,0,Mon,171.99,Yoga Mat,Sports
26/04/2016,83,2095,2.59,2016,4,1,Tue,214.97,Samsung Galaxy S22,Electronics
27/04/2016,139,1956,2.59,2016,4,2,Wed,360.01,Wiper Blades,Automotive
28/04/2016,113,1843,2.59,2016,4,3,Thu,292.67,Baby Diapers,Groceries
29/04/2016,141,1702,2.59,2016,4,4,Fri,365.19,Wall Paint,Home & Garden
30/04/2016,228,1474,2.59,2016,4,5,Sat,590.52,Notebook,Office Supplies
01/05/2016,163,1311,2.59,2016,5,6,Sun,422.17,Sony Headphones,Electronics
02/05/2016,0,1605,2.59,2016,5,0,Mon,0,Baby Diapers,Groceries
03/05/2016,125,1768,2.57,2016,5,1,Tue,321.25,Garden Shovel,Home & Garden
04/05/2016,180,1876,2.59,2016,5,2,Wed,466.2,Notebook,Office Supplies
05/05/2016,222,1846,1.88,2016,5,3,Thu,417.36,Wall Paint,Home & Garden
06/05/2016,243,1602,1.89,2016,5,4,Fri,459.27,Women Jeans,Clothing
07/05/2016,408,1196,1.89,2016,5,5,Sat,771.12,Men T-Shirt,Clothing
08/05/2016,181,1014,1.89,2016,5,6,Sun,342.09,iPhone 14,Electronics
09/05/2016,176,838,1.88,2016,5,0,Mon,330.88,Wall Paint,Home & Garden
10/05/2016,178,660,1.89,2016,5,1,Tue,336.42,Garden Shovel,Home & Garden
11/05/2016,310,348,1.38,2016,5,2,Wed,427.8,HP Laptop,Electronics
12/05/2016,134,213,1.89,2016,5,3,Thu,253.26,Notebook,Office Supplies
13/05/2016,132,81,1.89,2016,5,4,Fri,249.48,HP Laptop,Electronics
14/05/2016,1,80,1.89,2016,5,5,Sat,1.89,Novel Book,Books
16/05/2016,0,80,2.59,2016,5,0,Mon,0,Samsung Galaxy S22,Electronics
17/05/2016,0,2383,2.59,2016,5,1,Tue,0,Samsung Galaxy S22,Electronics
18/05/2016,110,2262,2.59,2016,5,2,Wed,284.9,Wall Paint,Home & Garden
19/05/2016,81,2181,2.59,2016,5,3,Thu,209.79,Women Jeans,Clothing
20/05/2016,112,2069,2.59,2016,5,4,Fri,290.08,Lego Set,Toys
21/05/2016,186,2069,2.59,2016,5,5,Sat,481.74,Basketball,Sports
22/05/2016,113,1770,2.59,2016,5,6,Sun,292.67,Face Cream,Beauty & Health
23/05/2016,86,1684,2.59,2016,5,0,Mon,222.74,Baby Diapers,Groceries
24/05/2016,59,1817,2.59,2016,5,1,Tue,152.81,Car Oil,Automotive
25/05/2016,94,5946,2.59,2016,5,2,Wed,243.46,Novel Book,Books
26/05/2016,167,5779,2.59,2016,5,3,Thu,432.53,Toy Car,Toys
27/05/2016,244,5535,2.59,2016,5,4,Fri,631.96,Shampoo,Beauty & Health
28/05/2016,261,5273,2.59,2016,5,5,Sat,675.99,Men T-Shirt,Clothing
29/05/2016,187,5085,2.59,2016,5,6,Sun,484.33,Men T-Shirt,Clothing
30/05/2016,115,4970,2.59,2016,5,0,Mon,297.85,Lego Set,Toys
31/05/2016,139,4831,2.59,2016,5,1,Tue,360.01,Lego Set,Toys
01/06/2016,273,4558,2.59,2016,6,2,Wed,707.07,Baby Diapers,Groceries
02/06/2016,235,4323,2.59,2016,6,3,Thu,608.65,Yoga Mat,Sports
03/06/2016,172,4151,2.59,2016,6,4,Fri,445.48,Baby Diapers,Groceries
04/06/2016,323,3828,2.59,2016,6,5,Sat,836.57,Yoga Mat,Sports
05/06/2016,336,3492,2.59,2016,6,6,Sun,870.24,Sony Headphones,Electronics
06/06/2016,127,3365,2.59,2016,6,0,Mon,328.93,Car Oil,Automotive
07/06/2016,137,3228,2.59,2016,6,1,Tue,354.83,Lego Set,Toys
08/06/2016,249,2979,2.59,2016,6,2,Wed,644.91,Yoga Mat,Sports
09/06/2016,201,2778,2.59,2016,6,3,Thu,520.59,Sony Headphones,Electronics
10/06/2016,271,2507,1.81,2016,6,4,Fri,490.51,Women Jeans,Clothing
11/06/2016,512,2187,1.65,2016,6,5,Sat,844.8,Wall Paint,Home & Garden
12/06/2016,317,1870,1.66,2016,6,6,Sun,526.22,Yoga Mat,Sports
13/06/2016,224,1646,1.66,2016,6,0,Mon,371.84,Women Jeans,Clothing
14/06/2016,239,1407,1.63,2016,6,1,Tue,389.57,Shampoo,Beauty & Health
15/06/2016,377,1182,1.63,2016,6,2,Wed,614.51,Car Oil,Automotive
16/06/2016,239,1423,1.69,2016,6,3,Thu,403.91,Sony Headphones,Electronics
17/06/2016,243,1756,1.66,2016,6,4,Fri,403.38,Organic Milk,Groceries
18/06/2016,438,1318,1.66,2016,6,5,Sat,727.08,Organic Milk,Groceries
19/06/2016,334,985,1.68,2016,6,6,Sun,561.12,Wiper Blades,Automotive
20/06/2016,149,836,2.59,2016,6,0,Mon,385.91,Yoga Mat,Sports
21/06/2016,32,803,2.59,2016,6,1,Tue,82.88,HP Laptop,Electronics
22/06/2016,39,2204,2.59,2016,6,2,Wed,101.01,Car Oil,Automotive
23/06/2016,42,2738,2.59,2016,6,3,Thu,108.78,Sony Headphones,Electronics
24/06/2016,64,2674,2.39,2016,6,4,Fri,152.96,Shampoo,Beauty & Health
25/06/2016,170,2504,2.39,2016,6,5,Sat,406.3,Organic Milk,Groceries
26/06/2016,132,2372,2.39,2016,6,6,Sun,315.48,Basketball,Sports
27/06/2016,123,2249,2.39,2016,6,0,Mon,293.97,Shampoo,Beauty & Health
28/06/2016,78,2171,2.39,2016,6,1,Tue,186.42,Sony Headphones,Electronics
29/06/2016,130,2041,2.39,2016,6,2,Wed,310.7,Basketball,Sports
30/06/2016,141,1900,2.39,2016,6,3,Thu,336.99,Toy Car,Toys
01/07/2016,247,1653,2.39,2016,7,4,Fri,590.33,Face Cream,Beauty & Health
02/07/2016,322,1331,2.39,2016,7,5,Sat,769.58,Shampoo,Beauty & Health
03/07/2016,196,1135,2.39,2016,7,6,Sun,468.44,Baby Diapers,Groceries
04/07/2016,172,963,2.39,2016,7,0,Mon,411.08,Yoga Mat,Sports
05/07/2016,218,1413,2.39,2016,7,1,Tue,521.02,Baby Diapers,Groceries
06/07/2016,216,1965,2.39,2016,7,2,Wed,516.24,Women Jeans,Clothing
07/07/2016,179,1882,2.39,2016,7,3,Thu,427.81,Samsung Galaxy S22,Electronics
08/07/2016,32,2234,2.39,2016,7,4,Fri,76.48,Toy Car,Toys
09/07/2016,95,2139,2.39,2016,7,5,Sat,227.05,Novel Book,Books
10/07/2016,78,2061,2.39,2016,7,6,Sun,186.42,Men T-Shirt,Clothing
11/07/2016,122,1939,2.39,2016,7,0,Mon,291.58,Wall Paint,Home & Garden
12/07/2016,164,1967,1.89,2016,7,1,Tue,309.96,iPhone 14,Electronics
13/07/2016,288,1670,1.89,2016,7,2,Wed,544.32,Lego Set,Toys
14/07/2016,138,1532,1.89,2016,7,3,Thu,260.82,Garden Shovel,Home & Garden
15/07/2016,189,1343,1.89,2016,7,4,Fri,357.21,Basketball,Sports
16/07/2016,321,1022,1.89,2016,7,5,Sat,606.69,Face Cream,Beauty & Health
17/07/2016,209,813,1.89,2016,7,6,Sun,395.01,Organic Milk,Groceries
18/07/2016,161,1420,1.89,2016,7,0,Mon,304.29,Novel Book,Books
19/07/2016,157,1359,1.89,2016,7,1,Tue,296.73,Notebook,Office Supplies
20/07/2016,283,1075,1.89,2016,7,2,Wed,534.87,Wall Paint,Home & Garden
21/07/2016,60,1015,2.39,2016,7,3,Thu,143.4,Novel Book,Books
22/07/2016,98,917,2.39,2016,7,4,Fri,234.22,Face Cream,Beauty & Health
23/07/2016,133,1550,2.39,2016,7,5,Sat,317.87,Basketball,Sports
24/07/2016,130,1420,2.39,2016,7,6,Sun,310.7,Face Cream,Beauty & Health
25/07/2016,62,1358,2.39,2016,7,0,Mon,148.18,Toy Car,Toys
26/07/2016,97,2893,2.39,2016,7,1,Tue,231.83,HP Laptop,Electronics
27/07/2016,98,3179,2.39,2016,7,2,Wed,234.22,Garden Shovel,Home & Garden
28/07/2016,108,3071,2.39,2016,7,3,Thu,258.12,Women Jeans,Clothing
29/07/2016,128,4095,2.39,2016,7,4,Fri,305.92,Yoga Mat,Sports
30/07/2016,270,3825,2.39,2016,7,5,Sat,645.3,Men T-Shirt,Clothing
31/07/2016,183,3642,2.39,2016,7,6,Sun,437.37,Garden Shovel,Home & Garden
